text-3 href,text-3,story__link,story__link href,story__excerpt,timestamp--label,timestamp--time
https://www.dawn.com/world,World,UN inquiry blames Syrian military for chlorine bomb attacks,https://www.dawn.com/news/1284225/un-inquiry-blames-syrian-military-for-chlorine-bomb-attacks,"International inquiry holds two Syrian Air Force helicopter squadrons, two other military units responsible.",Updated,"17 Sep, 2016 11:34am"
https://www.dawn.com/world,World,US rules out working with Russian military unless Syria allows aid flows,https://www.dawn.com/news/1284237/us-rules-out-working-with-russian-military-unless-syria-allows-aid-flows,US Secretary of State John Kerry condemns “repeated and unacceptable delays of humanitarian aid”.,Updated,"17 Sep, 2016 11:16am"
https://www.dawn.com/sport,Sport,Champions League must not become elite: UEFA chief,https://www.dawn.com/news/1284141/champions-league-must-not-become-elite-uefa-chief,Newly appointed UEFA president Aleksander Ceferin says the CL should not become an exclusive club for the wealthiest.,Updated,"17 Sep, 2016 11:11am"
https://www.dawn.com/sport,Sport,Infantino slams attempts to dent 2018 World Cup in Russia,https://www.dawn.com/news/1284147/infantino-slams-attempts-to-dent-2018-world-cup-in-russia,FIFA chief says he will not judge the country on the investigation which documented a state-sponsored doping programme.,Updated,"17 Sep, 2016 11:13am"
https://www.dawn.com/sport,Sport,‘Azhar retained as ODI skipper for WI series’,https://www.dawn.com/news/1284148/azhar-retained-as-odi-skipper-for-wi-series,"Nothing is going to change and Azhar will continue to lead the team against the Caribbean side, says a PCB official.",Updated,"17 Sep, 2016 11:24am"
https://www.dawn.com/sport,Sport,Brathwaite wants WI to play exciting cricket against Pakistan,https://www.dawn.com/news/1284149/brathwaite-wants-wi-to-play-exciting-cricket-against-pakistan,"West Indies T0 skipper Carlos Brathwaite has urged the youngsters to express themselves, and play their natural game.",Updated,"17 Sep, 2016 11:15am"
https://www.dawn.com/business,Business,Deutsche Bank to fight $14bn demand from US authorities,https://www.dawn.com/news/1284176/deutsche-bank-to-fight-14bn-demand-from-us-authorities,US Department of Justice has accused Deutsche Bank of misselling mortgage-backed securities.,Updated,"17 Sep, 2016 09:28am"
https://www.dawn.com/business,Business,"Eleven-year high volume pushes index to 40,363 points",https://www.dawn.com/news/1284177/eleven-year-high-volume-pushes-index-to-40363-points,"Trading on Friday had a volume of 851 million shares, which is the highest since March 4, 2005.",Updated,"17 Sep, 2016 09:24am"
https://www.dawn.com/business,Business,FPCCI calls for implementation of GI protection law,https://www.dawn.com/news/1284178/fpcci-calls-for-implementation-of-gi-protection-law,Expresses concern over long delay in implementation of Geographical Indication Protection Law.,Updated,"17 Sep, 2016 10:17am"
https://www.dawn.com/business,Business,Senate committee prefers FBR to State Bank for property valuation,https://www.dawn.com/news/1284179/senate-committee-prefers-fbr-to-state-bank-for-property-valuation,Amendment to empower FBR to value property prices causes intense discussion in the Senate.,Updated,"17 Sep, 2016 10:13am"
https://www.dawn.com/business,Business,Dar asks France to lift travel advisory to facilitate investors,https://www.dawn.com/news/1284180/dar-asks-france-to-lift-travel-advisory-to-facilitate-investors,Dar says closer economic relations will cement bilateral ties between the two countries.,Updated,"17 Sep, 2016 10:13am"
https://www.dawn.com/business,Business,Small-cap stocks leading PSX volumes,https://www.dawn.com/news/1284181/small-cap-stocks-leading-psx-volumes,With a 20pc gain in the past 12 months PSX ahead of Asian giants China and India in Forbes ranking.,Updated,"17 Sep, 2016 10:09am"
https://www.dawn.com/pakistan,Pakistan,"JI seeks immediate reforms, census in Fata",https://www.dawn.com/news/1284276/ji-seeks-immediate-reforms-census-in-fata,"Govt plan to merge Fata into KP should be initiated as soon as possible, says JI chief.",Updated,"17 Sep, 2016 10:40am"
https://www.dawn.com/pakistan,Pakistan,France urged to raise voice against Indian oppression,https://www.dawn.com/news/1284281/france-urged-to-raise-voice-against-indian-oppression,Finance minister apprises French minister of the worsening human rights situation in India-held Kashmir.,Updated,"17 Sep, 2016 09:03am"
https://www.dawn.com/pakistan,Pakistan,233 more stranded workers return from Saudi Arabia,https://www.dawn.com/news/1284304/233-more-stranded-workers-return-from-saudi-arabia,"Over 6,000 Pakistani workers waiting to be sent back to Pakistan, claims one deported worker.",Updated,"17 Sep, 2016 09:00am"
https://www.dawn.com/pakistan,Pakistan,"Under pressure, Punjab undecided about Rangers powers",https://www.dawn.com/news/1284305/under-pressure-punjab-undecided-about-rangers-powers,"Province wants paramilitary force to assist police against terrorists, not criminals.",Updated,"17 Sep, 2016 09:11am"
https://www.dawn.com/pakistan,Pakistan,Stargazers treated to year’s last lunar eclipse,https://www.dawn.com/news/1284303/stargazers-treated-to-years-last-lunar-eclipse,"The next lunar eclipse, also a penumbral, will occur on Feb 1.",Updated,"17 Sep, 2016 08:18am"
https://www.dawn.com/world,World,US to pay families of hostage drone victims,https://www.dawn.com/news/1284308/us-to-pay-families-of-hostage-drone-victims,Both aid workers were killed by a US drone strike in 2015 while in Al Qaeda’s custody.,Updated,"17 Sep, 2016 09:23am"
https://www.dawn.com/pakistan,Pakistan,"Pakistan, India set to clash on Kashmir at UN",https://www.dawn.com/news/1284310/pakistan-india-set-to-clash-on-kashmir-at-un,Kashmir dispute to find special mention in PM’s speech next week; India preparing 'a befitting reply'.,Updated,"17 Sep, 2016 08:03am"
https://www.dawn.com/world,World,Bid to ease Hekmatyar into Kabul politics,https://www.dawn.com/news/1284311/bid-to-ease-hekmatyar-into-kabul-politics,It would be Hekmatyar’s second overt homecoming to Kabul.,Updated,"17 Sep, 2016 11:37am"
https://www.dawn.com/world,World,US media groups sue FBI over hack of San Bernardino shooter's iPhone,https://www.dawn.com/news/1284212/us-media-groups-sue-fbi-over-hack-of-san-bernardino-shooters-iphone,They want FBI to release details of how it hacked the iPhone of the man who shot and killed 14 people in San Bernardino.,Published,"17 Sep, 2016 12:52am"
https://www.dawn.com/sport,Sport,Strauss says no England 'blacklist' for Morgan,https://www.dawn.com/news/1284599/strauss-says-no-england-blacklist-for-morgan,"“It's not like these guys are going to be black-listed and their names will not be put forward for selection.""",Published,"18 Sep, 2016 11:53pm"
https://www.dawn.com/world,World,At least 13 dead in Thailand river boat collision,https://www.dawn.com/news/1284584/at-least-13-dead-in-thailand-river-boat-collision,Accident happened near the ancient city of Ayutthaya; no foreigners are believed to be among the dead.,Published,"18 Sep, 2016 10:51pm"
https://www.dawn.com/world,World,Iran must stand strong against US on regional conflicts: Khamenei,https://www.dawn.com/news/1284559/iran-must-stand-strong-against-us-on-regional-conflicts-khamenei,Khamenei stresses that military power and intimidation are the most effective means to keep foreign threats at bay.,Updated,"18 Sep, 2016 11:21pm"
https://www.dawn.com/world,World,Somali general killed in suicide car bomb attack claimed by Shabaab militant group,https://www.dawn.com/news/1284558/somali-general-killed-in-suicide-car-bomb-attack-claimed-by-shabaab-militant-group,"General Mohamed Roble Jimale Gobale was killed in the attack in Mogadishu, claimed by the Al-Qaeda linked Shabaab.",Updated,"18 Sep, 2016 09:54pm"
https://www.dawn.com/world,World,"Attack on Indian army base in occupied Kashmir, as it happened",https://www.dawn.com/news/1284556/attack-on-indian-army-base-in-occupied-kashmir-as-it-happened,"Residents of Uri town saw smoke billowing from the nearby army base after dawn, heard continuous rounds of heavy gunfire",Updated,"18 Sep, 2016 09:19pm"
https://www.dawn.com/pakistan,Pakistan,Pakistan rejects India's allegations of involvement in terrorist attack in held Kashmir,https://www.dawn.com/news/1284555/pakistan-rejects-indias-allegations-of-involvement-in-terrorist-attack-in-held-kashmir,"""India is trying to divert world's attention from the human rights violations being committed in occupied Kashmir.""",Updated,"18 Sep, 2016 10:28pm"
https://www.dawn.com/pakistan,Pakistan,Raiwind march on Sept 30: Imran Khan,https://www.dawn.com/news/1284554/raiwind-march-on-sept-30-imran-khan,"""Raiwind is not anyone's father's property,"" says PTI chief.",Published,"18 Sep, 2016 06:47pm"
https://www.dawn.com/pakistan,Pakistan,"After Uber, Careem announces 'up to 30pc' slash in 'Go' fares for Karachi residents",https://www.dawn.com/news/1284553/after-uber-careem-announces-up-to-30pc-slash-in-go-fares-for-karachi-residents,Careem also cuts 'Economy' fares to Rs15/km from earlier fare of Rs17/km.,Updated,"02 Nov, 2016 02:03pm"
https://www.dawn.com/pakistan,Pakistan,'Pakistan a terrorist state' ─ Rajnath spews vitriol ahead of UN General Assembly session,https://www.dawn.com/news/1284549/pakistan-a-terrorist-state-rajnath-spews-vitriol-ahead-of-un-general-assembly-session,"""Deeply disappointed with Pakistan's continued and direct support to terrorism and terrorist groups.""",Updated,"18 Sep, 2016 07:16pm"
https://www.dawn.com/world,World,Two Saudi policemen shot dead in mainly Shia city,https://www.dawn.com/news/1284551/two-saudi-policemen-shot-dead-in-mainly-shia-city,The two officers were patrolling in a police car when they came under fire at around 11:30 pm in Dammam.,Published,"18 Sep, 2016 02:51pm"
https://www.dawn.com/world,World,Iranian cyclist tragedy mars Rio Paralympics finale,https://www.dawn.com/news/1284548/iranian-cyclist-tragedy-mars-rio-paralympics-finale,"It is the first ever death of an athlete during the Games, IPC president says.",Published,"18 Sep, 2016 02:02pm"
https://www.dawn.com/world,World,Pakistan has few friends and many enemies in Washington,https://www.dawn.com/news/1284399/the-threat-of-us-sanctions,The danger for Pakistan does not reside in the rhetoric from New Delhi or Kabul,Published,"18 Sep, 2016 01:51pm"
https://www.dawn.com/world,World,Palestinian stabs Israeli officer amid new surge in violence,https://www.dawn.com/news/1284545/palestinian-stabs-israeli-officer-amid-new-surge-in-violence,The military said soldiers shot the attacker and apprehended him.,Published,"18 Sep, 2016 01:47pm"
https://www.dawn.com/pakistan,Pakistan,"2018 is Nawaz’s to lose — Imran is disorganised, PPP has self-immolated",https://www.dawn.com/news/1284400/wresting-back-space,"The good news, for Nawaz is that electorally he’s in the same position he was five years ago.",Published,"18 Sep, 2016 01:46pm"
https://www.dawn.com/business,Business,Samsung says sold off shares in four tech firms,https://www.dawn.com/news/1284544/samsung-says-sold-off-shares-in-four-tech-firms,The tech giant wants to focus on its main business.,Published,"18 Sep, 2016 01:23pm"
https://www.dawn.com/pakistan,Pakistan,"Remembering Pakistan's finest radio women, Mohini Hameed and Satnam Mahmood",https://images.dawn.com/news/1176258/remembering-pakistans-finest-radio-women-mohini-hameed-and-satnam-mahmood,"Satnam once said, ""If Mohini can stitch pearls of Urdu, surely I was expected to produce garlands of roses in Punjabi.""",Published,"18 Sep, 2016 01:08pm"
https://www.dawn.com/world,World,"Eight injured in Minnesota mall stabbing, suspect shot dead: police",https://www.dawn.com/news/1284541/eight-injured-in-minnesota-mall-stabbing-suspect-shot-dead-police,"The assailant's motivation remained unclear, says the city police chief.",Published,"18 Sep, 2016 12:27pm"
https://www.dawn.com/world,World,17 soldiers killed as suspected militants attack army base in India-held Kashmir,https://www.dawn.com/news/1284540/17-soldiers-killed-as-suspected-militants-attack-army-base-in-india-held-kashmir,"India's PM Modi condemns Uri base attack, says perpetrators will not go unpunished.",Updated,"19 Sep, 2016 10:40am"
https://www.dawn.com/world,World,Here's why Amitabh Bachchan wrote that letter to his granddaughters,https://images.dawn.com/news/1176256/heres-why-amitabh-bachchan-wrote-that-letter-to-his-granddaughters,"It had everything to do with Pink, Bachchan admits",Published,"18 Sep, 2016 09:03am"
https://www.dawn.com/world,World,New York City rattled as blast injures 29 people in bustling Chelsea,https://www.dawn.com/news/1284537/new-york-city-rattled-as-blast-injures-29-people-in-bustling-chelsea,Officers investigate second suspicious device four blocks from the site of the explosion.,Updated,"18 Sep, 2016 12:27pm"
https://www.dawn.com/pakistan,Pakistan,The ugly truth behind the glitz and glamour of textile exports,https://www.dawn.com/news/1284092/the-ugly-truth-behind-the-glitz-and-glamour-of-textile-exports,Exploiting factory workers and fabricating certificates has long been the norm in the textile and garments sector.,Updated,"23 May, 2019 05:45pm"
https://www.dawn.com/pakistan,Pakistan,PM backtracking on CPEC promise: ANP,https://www.dawn.com/news/1284424/pm-backtracking-on-cpec-promise-anp,ANP alleges that the govt's entire focus is on projects meant for development of certain developed areas of Punjab.,Updated,"18 Sep, 2016 11:25am"
https://www.dawn.com/pakistan,Pakistan,Jhagra pledges all-out efforts to eliminate terrorism,https://www.dawn.com/news/1284428/jhagra-pledges-all-out-efforts-to-eliminate-terrorism,Enquires after the mosque bombing injured in Khar hospital.,Updated,"18 Sep, 2016 11:26am"
https://www.dawn.com/pakistan,Pakistan,Squashed like sardines,https://www.dawn.com/news/1284435/squashed-like-sardines,"300 children attend classes in three-room, ill-equipped Swat village school",Published,"18 Sep, 2016 07:03am"
https://www.dawn.com/pakistan,Pakistan,Forced return of Afghans to affect geo-political scenario in region,https://www.dawn.com/news/1284447/forced-return-of-afghans-to-affect-geo-political-scenario-in-region,"'Forced repatriation of Afghans will fire back, result in short and long term deep socio-economic impacts on KP, Fata.'",Updated,"18 Sep, 2016 11:10am"
https://www.dawn.com/pakistan,Pakistan,Police make new policy to hunt criminals,https://www.dawn.com/news/1284493/police-make-new-policy-to-hunt-criminals,"The motto of the new policy is ‘zero tolerance towards any format of crime’, the CCPO says.",Updated,"18 Sep, 2016 11:18am"
https://www.dawn.com/pakistan,Pakistan,PPP committed to depoliticising  police: Bilawal,https://www.dawn.com/news/1284354/ppp-committed-to-depoliticising-police-bilawal,‘No one will be allowed to take the law into their own hands’.,Updated,"18 Sep, 2016 07:51am"
https://www.dawn.com/pakistan,Pakistan,Sharea Faisal without rickshaws ‘unimaginable’,https://www.dawn.com/news/1284384/sharea-faisal-without-rickshaws-unimaginable,Rickshaws are the only vehicles that can be hailed in a second and asked to transport you anywhere.,Updated,"18 Sep, 2016 11:01am"
https://www.dawn.com/pakistan,Pakistan,"Two years on, little headway made in Dr Auj murder case",https://www.dawn.com/news/1284386/two-years-on-little-headway-made-in-dr-auj-murder-case,Dr Hasan claims the case is being taken towards a particular direction without taking important facts into account.,Updated,"18 Sep, 2016 11:04am"
https://www.dawn.com/pakistan,Pakistan,Is Pakistan cricket heading for another disaster by recalling Salman Butt?,https://www.dawn.com/news/1284375/is-pakistan-cricket-heading-for-another-disaster-by-recalling-salman-butt,What logic will the PCB come up with now if Salman is selected to represent the country once again?,Updated,"18 Sep, 2016 02:19pm"
https://www.dawn.com/sport,Sport,Pakistan can’t afford to take WI lightly: Sallu,https://www.dawn.com/news/1284378/pakistan-cant-afford-to-take-wi-lightly-sallu,"“We must not forget that they are the world champions of T20 cricket, says former chief selector Salahuddin Ahmed Sallu.",Updated,"18 Sep, 2016 02:28pm"
https://www.dawn.com/business,Business,Red Bull profits soar 35pc,https://www.dawn.com/news/1284416/red-bull-profits-soar-35pc,Red Bull said it posted record profits of 501 million euros ($559m) in 2015.,Updated,"18 Sep, 2016 10:31am"
https://www.dawn.com/business,Business,Sustained buying on cotton market,https://www.dawn.com/news/1284419/sustained-buying-on-cotton-market,"The global trend heavily impacted the domestic cotton market, with off-take of cotton, yarn and fabrics slowing down.",Updated,"18 Sep, 2016 10:26am"
https://www.dawn.com/business,Business,Clean energy won big. So where’s the party?,https://www.dawn.com/news/1284423/clean-energy-won-big-so-wheres-the-party,Companies didn’t want to lose a chance to manage their own clean power at the full subsidy level.,Updated,"18 Sep, 2016 10:24am"
https://www.dawn.com/business,Business,"Argentina, IMF to resume financial check-ups",https://www.dawn.com/news/1284426/argentina-imf-to-resume-financial-check-ups,The regular fiscal checkups were interrupted in 2006 when then president Nestor Kirchner halted them.,Updated,"18 Sep, 2016 10:21am"
https://www.dawn.com/business,Business,Tech giants don’t grow on European soil,https://www.dawn.com/news/1284427/tech-giants-dont-grow-on-european-soil,Not one of the world’s 15 most innovative companies is European.,Updated,"18 Sep, 2016 10:20am"
https://www.dawn.com/business,Business,Opec in a fix as oil glut to stay,https://www.dawn.com/news/1284437/opec-in-a-fix-as-oil-glut-to-stay,Opec surprised the market last week saying non-Opec oil production was proving more resilient than expected.,Updated,"18 Sep, 2016 10:16am"
https://www.dawn.com/business,Business,Mechanised coal mining,https://www.dawn.com/news/1284438/mechanised-coal-mining,"The modern technology would also be helpful in optimal utilisation of domestic coal reserves, says a senior official.",Updated,"18 Sep, 2016 10:14am"
https://www.dawn.com/business,Business,"High valuation by Russia hurting potato, kinno exports",https://www.dawn.com/news/1284440/high-valuation-by-russia-hurting-potato-kinno-exports,The export of fruits and vegetables to Russia will increase immensely if the issue is resolved on an urgent basis.,Updated,"18 Sep, 2016 10:10am"
https://www.dawn.com/business,Business,"Honda cars, bikes record high sales",https://www.dawn.com/news/1284441/honda-cars-bikes-record-high-sales,"Honda sold 76,309 bike units in August alone, so far Honda booked orders for over 18,000 news Civics since June 2016.",Updated,"18 Sep, 2016 10:09am"
https://www.dawn.com/business,Business,Pak-Kuwait Takaful fined Rs1m for misstatements,https://www.dawn.com/news/1284443/pak-kuwait-takaful-fined-rs1m-for-misstatements,'The practice of incorrect reporting had been going on since 2002 in order to present positive results.',Updated,"18 Sep, 2016 10:06am"
https://www.dawn.com/business,Business,‘Non-tariff barriers hampering trade in South Asia’,https://www.dawn.com/news/1284445/non-tariff-barriers-hampering-trade-in-south-asia,"The regional countries need to identify country-specific constraints, which can then be addressed under Safta: study.",Updated,"18 Sep, 2016 10:02am"
https://www.dawn.com/business,Business,No fresh borrowing: private sector retiring loans,https://www.dawn.com/news/1284446/no-fresh-borrowing-private-sector-retiring-loans,"Private-sector credit off-take in the first two months of this fiscal year was negative Rs227 billion, SBP report says.",Updated,"18 Sep, 2016 09:37am"
https://www.dawn.com/pakistan,Pakistan,US renews pledge to help Pakistan defeat terrorists,https://www.dawn.com/news/1284507/us-renews-pledge-to-help-pakistan-defeat-terrorists,"The United States stands with the people of Pakistan against the scourge of terrorism, says White House NSC’s spokesman.",Updated,"18 Sep, 2016 08:57am"
https://www.dawn.com/pakistan,Pakistan,Revised voters’ lists to be displayed,https://www.dawn.com/news/1284509/revised-voters-lists-to-be-displayed,The exercise is the second phase of the process for updating the electoral roll.,Updated,"18 Sep, 2016 09:02am"
https://www.dawn.com/pakistan,Pakistan,"Sindh trains, posts 168 ex-servicemen to guard CPEC projects",https://www.dawn.com/news/1284511/sindh-trains-posts-168-ex-servicemen-to-guard-cpec-projects,Sindh govt ready to take all measures needed to establish an effective SPU for the Chinese investors and their projects.,Updated,"18 Sep, 2016 09:06am"
https://www.dawn.com/pakistan,Pakistan,"US to stay neutral as Pakistan, India prepare for UN showdown",https://www.dawn.com/news/1284515/us-to-stay-neutral-as-pakistan-india-prepare-for-un-showdown,"Nothing is changed about our view that we want to see India and Pakistan work this out bilaterally, says John Kirby.",Updated,"19 Sep, 2016 04:49pm"
https://www.dawn.com/pakistan,Pakistan,Confiscation of Musharraf’s properties ordered,https://www.dawn.com/news/1284516/confiscation-of-musharrafs-properties-ordered,The court also confiscated the bonds submitted when Mr Musharraf was granted bail in the case in Nov 2013.,Updated,"18 Sep, 2016 09:15am"
https://www.dawn.com/world,World,"Powell’s email says Israel has 200 nuclear weapons, all directed at Iran",https://www.dawn.com/news/1284500/powells-email-says-israel-has-200-nuclear-weapons-all-directed-at-iran,Powell is not the first top-level US government official to publicly discuss Israel’s nukes.,Updated,"18 Sep, 2016 08:41am"
https://www.dawn.com/world,World,Israeli missiles down rockets fired from Syria: army,https://www.dawn.com/news/1284501/israeli-missiles-down-rockets-fired-from-syria-army,'A projectile fired from Syria was intercepted by the Iron Dome aerial defence system. No injuries have been reported.',Updated,"18 Sep, 2016 08:46am"
https://www.dawn.com/pakistan,Pakistan,Footprints: Kabul in miniature,https://www.dawn.com/news/1284503/footprints-kabul-in-miniature,"Chhota Kabul, or Board Bazaar, is a marketplace built around the business of unsettled lives.",Updated,"18 Sep, 2016 08:52am"
https://www.dawn.com/pakistan,Pakistan,Call for Fata’s merger with KP before 2018 polls,https://www.dawn.com/news/1284517/call-for-fatas-merger-with-kp-before-2018-polls,"Everybody wants merger and wants it quick, says CM Khattak.",Updated,"18 Sep, 2016 08:22am"
https://www.dawn.com/pakistan,Pakistan,Imran backs defiant police officer in Izhar controversy,https://www.dawn.com/news/1284518/imran-backs-defiant-police-officer-in-izhar-controversy,Accuses Prime Minister Nawaz Sharif of forcing the Sindh chief minister to suspend the officer.,Updated,"18 Sep, 2016 09:37am"
https://www.dawn.com/pakistan,Pakistan,Mohmand suicide bombing toll rises to 36,https://www.dawn.com/news/1284519/mohmand-suicide-bombing-toll-rises-to-36,'Four victims died overnight in hospitals and it emerged that bodies of eight others had been taken away by relatives.',Updated,"18 Sep, 2016 10:55am"
https://www.dawn.com/pakistan,Pakistan,"War of words between PML-N, PTI heats up",https://www.dawn.com/news/1284520/war-of-words-between-pml-n-pti-heats-up,Nawaz Sharif loyalists set up ‘force’ to stop Imran supporters from marching on Raiwind,Published,"18 Sep, 2016 07:00am"
https://www.dawn.com/world,World,Thousands defy curfew for schoolboy's funeral in Indian Kashmir,https://www.dawn.com/news/1284456/thousands-defy-curfew-for-schoolboys-funeral-in-indian-kashmir,"Government forces fired tear gas shells to disperse stone-throwing protesters, triggering more clashes",Published,"18 Sep, 2016 12:47am"
https://www.dawn.com/world,World,US-led coalition raid hits Syria army as truce wavers,https://www.dawn.com/news/1284465/us-led-coalition-raid-hits-syria-army-as-truce-wavers,Russian military said two F-16 and two A-10 jets flew into Syrian airspace from Iraq to carry out the strikes.,Published,"18 Sep, 2016 12:41am"
https://www.dawn.com/sport,Sport,Sarfraz anticipates tough contest against West Indies in T20 series,https://www.dawn.com/news/1284412/sarfraz-anticipates-tough-contest-against-west-indies-in-t20-series,West Indies is a force to reckon even in absence of Chris Gayle: Sarfraz,Published,"18 Sep, 2016 12:08am"
https://www.dawn.com/world,World,Pakistan hosting millions of Afghan refugees despite lack of international support: Nawaz,https://www.dawn.com/news/1284782/pakistan-hosting-millions-of-afghan-refugees-despite-lack-of-international-support-nawaz,"“While financial support [for Afghan refugees] from international community has waned, Pakistan's hospitality has not.”",Published,"19 Sep, 2016 11:56pm"
