text-3 href,text-3,story__link,story__link href,story__excerpt,timestamp--label,timestamp--time,Concatenated_Columns
www.dawn.com/world,World,Iranian cyclist tragedy mars Rio Paralympics finale,1284548-iranian cyclist tragedy mars rio paralympics finale,"It is the first ever death of an athlete during the Games, IPC president says.",Published,"18 Sep, 2016","Iranian cyclist tragedy mars Rio Paralympics finaleIt is the first ever death of an athlete during the Games, IPC president says."
www.dawn.com/world,World,Pakistan has few friends and many enemies in Washington,1284399-the threat of us sanctions,The danger for Pakistan does not reside in the rhetoric from New Delhi or Kabul,Published,"18 Sep, 2016",Pakistan has few friends and many enemies in WashingtonThe danger for Pakistan does not reside in the rhetoric from New Delhi or Kabul
www.dawn.com/world,World,Palestinian stabs Israeli officer amid new surge in violence,1284545-palestinian stabs israeli officer amid new surge in violence,The military said soldiers shot the attacker and apprehended him.,Published,"18 Sep, 2016",Palestinian stabs Israeli officer amid new surge in violenceThe military said soldiers shot the attacker and apprehended him.
www.dawn.com/world,World,Eight injured in Minnesota mall stabbing suspect shot dead police,1284541-eight injured in minnesota mall stabbing suspect shot dead police,"The assailant's motivation remained unclear, says the city police chief.",Published,"18 Sep, 2016","Eight injured in Minnesota mall stabbing suspect shot dead policeThe assailant's motivation remained unclear, says the city police chief."
www.dawn.com/world,World, soldiers killed as suspected militants attack army base in Indiaheld Kashmir,1284540-17 soldiers killed as suspected militants attack army base in india held kashmir,"India's PM Modi condemns Uri base attack, says perpetrators will not go unpunished.",Updated,"19 Sep, 2016"," soldiers killed as suspected militants attack army base in Indiaheld KashmirIndia's PM Modi condemns Uri base attack, says perpetrators will not go unpunished."
www.dawn.com/world,World,Heres why Amitabh Bachchan wrote that letter to his granddaughters,1176256-heres why amitabh bachchan wrote that letter to his granddaughters,"It had everything to do with Pink, Bachchan admits",Published,"18 Sep, 2016","Heres why Amitabh Bachchan wrote that letter to his granddaughtersIt had everything to do with Pink, Bachchan admits"
www.dawn.com/world,World,New York City rattled as blast injures  people in bustling Chelsea,1284537-new york city rattled as blast injures 29 people in bustling chelsea,Officers investigate second suspicious device four blocks from the site of the explosion.,Updated,"18 Sep, 2016",New York City rattled as blast injures  people in bustling ChelseaOfficers investigate second suspicious device four blocks from the site of the explosion.
www.dawn.com/world,World,Powells email says Israel has  nuclear weapons all directed at Iran,1284500-powells email says israel has 200 nuclear weapons all directed at iran,Powell is not the first toplevel US government official to publicly discuss Israels nukes.,Updated,"18 Sep, 2016",Powells email says Israel has  nuclear weapons all directed at IranPowell is not the first toplevel US government official to publicly discuss Israels nukes.
www.dawn.com/world,World,Israeli missiles down rockets fired from Syria army,1284501-israeli missiles down rockets fired from syria army,'A projectile fired from Syria was intercepted by the Iron Dome aerial defence system. No injuries have been reported.',Updated,"18 Sep, 2016",Israeli missiles down rockets fired from Syria army'A projectile fired from Syria was intercepted by the Iron Dome aerial defence system. No injuries have been reported.'
www.dawn.com/world,World,Thousands defy curfew for schoolboys funeral in Indian Kashmir,1284456-thousands defy curfew for schoolboys funeral in indian kashmir,"Government forces fired tear gas shells to disperse stonethrowing protesters, triggering more clashes",Published,"18 Sep, 2016","Thousands defy curfew for schoolboys funeral in Indian KashmirGovernment forces fired tear gas shells to disperse stonethrowing protesters, triggering more clashes"
www.dawn.com/world,World,USled coalition raid hits Syria army as truce wavers,1284465-us led coalition raid hits syria army as truce wavers,Russian military said two F16 and two A10 jets flew into Syrian airspace from Iraq to carry out the strikes.,Published,"18 Sep, 2016",USled coalition raid hits Syria army as truce waversRussian military said two F16 and two A10 jets flew into Syrian airspace from Iraq to carry out the strikes.
www.dawn.com/world,World,Pakistan hosting millions of Afghan refugees despite lack of international support Nawaz,1284782-pakistan hosting millions of afghan refugees despite lack of international support nawaz,"While financial support for Afghan refugees from international community has waned, Pakistan's hospitality has not.",Published,"19 Sep, 2016","Pakistan hosting millions of Afghan refugees despite lack of international support NawazWhile financial support for Afghan refugees from international community has waned, Pakistan's hospitality has not."
www.dawn.com/world,World,Syrian army declares ceasefire over blames rebels,1284747-syrian army declares ceasefire over blames rebels,"""The truce was supposed to be a real chance to stop the bloodshed, but the terrorist groups flouted this agreement.",Published,"19 Sep, 2016","Syrian army declares ceasefire over blames rebels""The truce was supposed to be a real chance to stop the bloodshed, but the terrorist groups flouted this agreement."
www.dawn.com/world,World,Kashmir dispute is rooted in genuine rejection of control by India,1284562-attack on indian army,Indias automatic blaming of Pakistan for major violence in that country is very much a part of the problem.,Published,"19 Sep, 2016",Kashmir dispute is rooted in genuine rejection of control by IndiaIndias automatic blaming of Pakistan for major violence in that country is very much a part of the problem.
www.dawn.com/world,World,Thousands flock to Indian Himalayas for rare Buddhist festival,1284738-thousands flock to indian himalayas for rare buddhist festival,"Once every 12 years, the weeklong festival commemorates the birth anniversary of Buddhist saint Naropa.",Published,"19 Sep, 2016","Thousands flock to Indian Himalayas for rare Buddhist festivalOnce every 12 years, the weeklong festival commemorates the birth anniversary of Buddhist saint Naropa."
www.dawn.com/world,World,Indias poor fear rentawomb industry shut down,1284730-indias poor fear rent a womb industry shut down,Government moves to close multimillion dollar surrogacy industry due to concerns women are being exploited.,Published,"19 Sep, 2016",Indias poor fear rentawomb industry shut downGovernment moves to close multimillion dollar surrogacy industry due to concerns women are being exploited.
www.dawn.com/world,World,Putins party scores crushing win in Russia parliament vote,1284736-putins party scores crushing win in russia parliament vote,"We can announce already with certainty that the party secured a good result, that it won, Putin said after polls closed.",Published,"19 Sep, 2016","Putins party scores crushing win in Russia parliament voteWe can announce already with certainty that the party secured a good result, that it won, Putin said after polls closed."
www.dawn.com/world,World,Palestinian stabs  Israeli police in Jerusalem and is shot police,1284735-palestinian stabs israeli police in jerusalem and is shot police,Police spokeswomen says the assailant was in his 20s and from east Jerusalem.,Published,"19 Sep, 2016",Palestinian stabs  Israeli police in Jerusalem and is shot policePolice spokeswomen says the assailant was in his 20s and from east Jerusalem.
www.dawn.com/world,World,Did you know A gorgeous Priyanka presented an Emmy with Tom Hiddleston last night,1176261-did you know a gorgeous priyanka presented an emmy with tom hiddleston last night,And she stunned in a scarlet Jason Wu gown at the red carpet  that's two wins,Published,"19 Sep, 2016",Did you know A gorgeous Priyanka presented an Emmy with Tom Hiddleston last nightAnd she stunned in a scarlet Jason Wu gown at the red carpet  that's two wins
www.dawn.com/world,World,In Turkeys Konya prosperity root of Erdogan popularity,1284596-in turkeys konya prosperity root of erdogan popularity,The July 15 attempted coup only appears to have further bolstered the presidents popularity in the city.,Updated,"19 Sep, 2016",In Turkeys Konya prosperity root of Erdogan popularityThe July 15 attempted coup only appears to have further bolstered the presidents popularity in the city.
www.dawn.com/world,World,Brexit What Brexit EU on cruise control,1284597-brexit what brexit eu on cruise control,Britains plan to leave the European Union was at the heart of the meeting of the 27 other member states in Slovakia.,Updated,"19 Sep, 2016",Brexit What Brexit EU on cruise controlBritains plan to leave the European Union was at the heart of the meeting of the 27 other member states in Slovakia.
www.dawn.com/world,World,Saudis accuse Iran of supplying weapons to Yemen rebels,1284703-saudis accuse iran of supplying weapons to yemen rebels,KSA urges the UN Security Council to impose sanctions on Tehran for violating an arms embargo.,Updated,"19 Sep, 2016",Saudis accuse Iran of supplying weapons to Yemen rebelsKSA urges the UN Security Council to impose sanctions on Tehran for violating an arms embargo.
www.dawn.com/world,World,pc of French Muslims oppose secular laws study,1284707-24pc of french muslims oppose secular laws study,Around 60 per cent of Muslims in France feel that girls should nonetheless be allowed to wear the headscarf in school.,Updated,"19 Sep, 2016",pc of French Muslims oppose secular laws studyAround 60 per cent of Muslims in France feel that girls should nonetheless be allowed to wear the headscarf in school.
www.dawn.com/world,World,Syria truce in danger after US strike,1284709-syria truce in danger after us strike,"Sunday was the deadliest day of the truce so far, said the Syrian Observatory for Human Rights.",Updated,"19 Sep, 2016","Syria truce in danger after US strikeSunday was the deadliest day of the truce so far, said the Syrian Observatory for Human Rights."
www.dawn.com/world,World,Hundreds of Qatar migrant workers unpaid for months,1284979-hundreds of qatar migrant workers unpaid for months,"Indians comprise the largest single group of expatriates in Qatar, numbering around 545,000.",Published,"20 Sep, 2016","Hundreds of Qatar migrant workers unpaid for monthsIndians comprise the largest single group of expatriates in Qatar, numbering around 545,000."
www.dawn.com/world,World,Spanish Muslim student wins fight to study with hijab,1284971-spanish muslim student wins fight to study with hijab,"""I am more than happy because the only thing I wanted was to exercise my right to study, says Takwa Rejeb.",Published,"20 Sep, 2016","Spanish Muslim student wins fight to study with hijab""I am more than happy because the only thing I wanted was to exercise my right to study, says Takwa Rejeb."
www.dawn.com/world,World,Pope Francis slams deafening silence of indifference to war victims,1284970-pope francis slams deafening silence of indifference to war victims,"As we pray, it would be good if we all felt shame that humans, our brothers and sisters, are capable of doing this.",Published,"20 Sep, 2016","Pope Francis slams deafening silence of indifference to war victimsAs we pray, it would be good if we all felt shame that humans, our brothers and sisters, are capable of doing this."
www.dawn.com/world,World,Turkey jails  students over  antiErdogan protest,1284969-turkey jails 45 students over 2012 anti erdogan protest,The court in the capital Ankara sentenced each of the students to 10 months imprisonment.,Published,"20 Sep, 2016",Turkey jails  students over  antiErdogan protestThe court in the capital Ankara sentenced each of the students to 10 months imprisonment.
www.dawn.com/world,World,August shatters global heat records for th month in a row,1284968-august shatters global heat records for 16th month in a row,The string of unusual heat across land and sea surfaces is the longest such streak in the 137year record.,Published,"20 Sep, 2016",August shatters global heat records for th month in a rowThe string of unusual heat across land and sea surfaces is the longest such streak in the 137year record.
www.dawn.com/world,World,Two out of five people in Somalia dont have enough food to eat UN,1284967-two out of five people in somalia dont have enough food to eat un,"Latest figures represent an increase of 300,000 food insecure people since Feb, says UN's humanitarian affairs office.",Published,"20 Sep, 2016","Two out of five people in Somalia dont have enough food to eat UNLatest figures represent an increase of 300,000 food insecure people since Feb, says UN's humanitarian affairs office."
www.dawn.com/world,World,Angelina Jolie files for divorce from Brad Pitt,1176273-angelina jolie files for divorce from brad pitt,The Hollywood couple have been together for 12 years,Published,"20 Sep, 2016",Angelina Jolie files for divorce from Brad PittThe Hollywood couple have been together for 12 years
www.dawn.com/world,World,Russia trying to recover past glory through force says Obama,1284966-russia trying to recover past glory through force says obama,"Obama, in his final address to UNGA, insists diplomacy is the only way to end the brutal fiveyear conflict in Syria.",Updated,"20 Sep, 2016","Russia trying to recover past glory through force says ObamaObama, in his final address to UNGA, insists diplomacy is the only way to end the brutal fiveyear conflict in Syria."
www.dawn.com/world,World,Two more Turkish troops killed in Syria,1284962-two more turkish troops killed in syria,"Erdogan said Turkey could create a 5,000squarekilometre safe zone in Syria.",Published,"20 Sep, 2016","Two more Turkish troops killed in SyriaErdogan said Turkey could create a 5,000squarekilometre safe zone in Syria."
www.dawn.com/world,World,German official charged with spying on Sikhs for India,1284957-german official charged with spying on sikhs for india,"Immigration official accused of ""espionage activity and violation of professional secrecy rules in 45 cases"".",Published,"20 Sep, 2016","German official charged with spying on Sikhs for IndiaImmigration official accused of ""espionage activity and violation of professional secrecy rules in 45 cases""."
www.dawn.com/world,World,Malala Fund gets a shoutout from Stranger Things Millie Bobbie Brown,1176269-malala fund gets a shout out from stranger things millie bobbie brown,"In an Instagram video yesterday, Millie urged her followers to join Malala's yesallgirls campaign",Published,"20 Sep, 2016","Malala Fund gets a shoutout from Stranger Things Millie Bobbie BrownIn an Instagram video yesterday, Millie urged her followers to join Malala's yesallgirls campaign"
www.dawn.com/world,World,Clinton on combating terror I know how to do this,1284943-clinton on combating terror i know how to do this,"""We're going after the bad guys and we're going to get them, but we're not going to go after an entire religion.""",Published,"20 Sep, 2016","Clinton on combating terror I know how to do this""We're going after the bad guys and we're going to get them, but we're not going to go after an entire religion."""
www.dawn.com/world,World,Afghanborn suspect charged with attempted murder after NY bombing,1284932-afghan born suspect charged with attempted murder after ny bombing,Ahmad Khan Rahami arrested after exchanging gun fire with police officers outside a New Jersey bar.,Published,"20 Sep, 2016",Afghanborn suspect charged with attempted murder after NY bombingAhmad Khan Rahami arrested after exchanging gun fire with police officers outside a New Jersey bar.
www.dawn.com/world,World,Modi wants Uri attack evidence to isolate Pakistan,1284913-modi wants evidence to isolate pakistan,"Modi opted against any kneejerk reaction to the Uri assault, reports say.",Published,"20 Sep, 2016","Modi wants Uri attack evidence to isolate PakistanModi opted against any kneejerk reaction to the Uri assault, reports say."
www.dawn.com/world,World,Weakness at home hobbles oncepowerful Merkel in Europe,1284785-weakness at home hobbles once powerful merkel in europe,"For nearly a decade, Merkel has been setting the direction in Europe.",Updated,"20 Sep, 2016","Weakness at home hobbles oncepowerful Merkel in EuropeFor nearly a decade, Merkel has been setting the direction in Europe."
www.dawn.com/world,World,World leaders agree to help refugees settle,1284812-world leaders agree to help refugees settle,Resolution adopted to allow immigrants to work legally and help their children attend schools in their adopted homes.,Updated,"20 Sep, 2016",World leaders agree to help refugees settleResolution adopted to allow immigrants to work legally and help their children attend schools in their adopted homes.
www.dawn.com/world,World,Modi enjoys strong public support says poll,1284818-modi enjoys strong public support says poll,Indian PM enjoys public support with most people happy with his efforts to tackle corruption and other problems.,Updated,"20 Sep, 2016",Modi enjoys strong public support says pollIndian PM enjoys public support with most people happy with his efforts to tackle corruption and other problems.
www.dawn.com/world,World,Saudis say  held after IS plot foiled,1284821-saudis say 17 held after is plot foiled,Interior ministry says 16 men and one woman are in custody.,Updated,"20 Sep, 2016",Saudis say  held after IS plot foiledInterior ministry says 16 men and one woman are in custody.
www.dawn.com/world,World,Italy assails Indian atrocities in held Kashmir,1284926-italy assails indian atrocities in held kashmir,Italian defence minister says her country will apprise international community of situation in Indiaheld Kashmir.,Updated,"20 Sep, 2016",Italy assails Indian atrocities in held KashmirItalian defence minister says her country will apprise international community of situation in Indiaheld Kashmir.
www.dawn.com/world,World,Sharif seeks US help to resolve issues with India,1284928-sharif seeks us help to resolve issues with india,PM highlights atrocities committed by Indian security forces in held Kashmir in meeting with John Kerry.,Updated,"20 Sep, 2016",Sharif seeks US help to resolve issues with IndiaPM highlights atrocities committed by Indian security forces in held Kashmir in meeting with John Kerry.
www.dawn.com/world,World,US air raid kills  Afghan policemen,1284912-us air raid kills 8 afghan policemen,Policemen killed in first apparent incident of friendly fire in Tali area of Uruzgan while battling the Taliban.,Updated,"20 Sep, 2016",US air raid kills  Afghan policemenPolicemen killed in first apparent incident of friendly fire in Tali area of Uruzgan while battling the Taliban.
www.dawn.com/world,World,Nawaz at UNGA Pakistan wants peace with India urges resolution of Kashmir issue,1285192-nawaz at unga pakistan wants peace with india urges resolution of kashmir issue,"Pakistan not interested in an arms race with India, invites India for sustained dialogue on all issues.",Updated,"22 Sep, 2016","Nawaz at UNGA Pakistan wants peace with India urges resolution of Kashmir issuePakistan not interested in an arms race with India, invites India for sustained dialogue on all issues."
www.dawn.com/world,World,Indian ministers approve Rafale fighter jet deal,1285184-indian ministers approve rafale fighter jet deal,Deal will now be formally signed by Indian and French defence ministers on September 23 in New Delhi.,Published,"21 Sep, 2016",Indian ministers approve Rafale fighter jet dealDeal will now be formally signed by Indian and French defence ministers on September 23 in New Delhi.
www.dawn.com/world,World,Bid to block US arms sale to Saudis faces tough opposition,1285177-bid to block us arms sale to saudis faces tough opposition,"""I think it's important to the US to maintain as good a relationship with Saudi Arabia as possible.""",Published,"21 Sep, 2016","Bid to block US arms sale to Saudis faces tough opposition""I think it's important to the US to maintain as good a relationship with Saudi Arabia as possible."""
www.dawn.com/world,World,Terrorists setting the agenda are leading Pakistan and India,1284753-the blinding spiral in kashmir,The murderous attack on Indian soldiers in Uri is one more sample of the bloodthirst infusing IndiaPakistan rivalry,Published,"21 Sep, 2016",Terrorists setting the agenda are leading Pakistan and IndiaThe murderous attack on Indian soldiers in Uri is one more sample of the bloodthirst infusing IndiaPakistan rivalry
www.dawn.com/world,World,New York bomb suspect vowed death to your oppression authorities say,1285172-new york bomb suspect vowed death to your oppression authorities say,Federal court complaints filed Tuesday give a chilling glimpse into what motivated the Afghanborn US citizen.,Published,"21 Sep, 2016",New York bomb suspect vowed death to your oppression authorities sayFederal court complaints filed Tuesday give a chilling glimpse into what motivated the Afghanborn US citizen.
www.dawn.com/world,World,Philippines President Duterte gives middle finger to EU,1285166-philippines president duterte gives middle finger to eu,Duterte launches a profanityfilled tirade in response to EU condemnation of his violent crackdown on drug trade.,Published,"21 Sep, 2016",Philippines President Duterte gives middle finger to EUDuterte launches a profanityfilled tirade in response to EU condemnation of his violent crackdown on drug trade.
www.dawn.com/world,World, officers hurt in US protests after fatal police shooting,1285163-12 officers hurt in us protests after fatal police shooting,Violent protests erupt in N. Carolina city after fatal police shooting of AfricanAmerican.,Published,"21 Sep, 2016", officers hurt in US protests after fatal police shootingViolent protests erupt in N. Carolina city after fatal police shooting of AfricanAmerican.
www.dawn.com/world,World,Obama draws pledges from  countries to take in  refugees,1285160-obama draws pledges from 50 countries to take in 360000 refugees,President Barack Obama urged countries to welcome the stranger in our midst at a refugee summit at the United Nations.,Updated,"21 Sep, 2016",Obama draws pledges from  countries to take in  refugeesPresident Barack Obama urged countries to welcome the stranger in our midst at a refugee summit at the United Nations.
www.dawn.com/world,World,Hollywoods favourite couple Brangelina is headed for divorce and Twitter cant handle it,1176274-hollywoods favourite couple brangelina is headed for divorce and twitter cant handle it,Some are upset that their 'future parents' are splitting up. Erm. Okay then.,Published,"21 Sep, 2016",Hollywoods favourite couple Brangelina is headed for divorce and Twitter cant handle itSome are upset that their 'future parents' are splitting up. Erm. Okay then.
www.dawn.com/world,World,Greek migrant camp torched as UN warns of deadly year,1285047-greek migrant camp torched as un warns of deadly year,"The fire at Moria is symbolic of the gaps in the European response to the refugee crisis, says Greece official.",Updated,"21 Sep, 2016","Greek migrant camp torched as UN warns of deadly yearThe fire at Moria is symbolic of the gaps in the European response to the refugee crisis, says Greece official."
www.dawn.com/world,World,US says truce can be salvaged as Syria sinks into chaos,1285048-us says truce can be salvaged as syria sinks into chaos,Dozens of barrel bombs dropped on Aleppo.,Updated,"21 Sep, 2016",US says truce can be salvaged as Syria sinks into chaosDozens of barrel bombs dropped on Aleppo.
www.dawn.com/world,World,India steps up drive against Pakistan,1285051-india steps up drive against pakistan,Doubts emerge about Saarc summit to be held in Islamabad in November,Updated,"21 Sep, 2016",India steps up drive against PakistanDoubts emerge about Saarc summit to be held in Islamabad in November
www.dawn.com/world,World,US expresses concern over Kashmir violence,1285043-us expresses concern over kashmir violence,OIC calls upon India to stop oppression in the Valley and to work for a settlement in line with the wishes of Kashmiris.,Updated,"21 Sep, 2016",US expresses concern over Kashmir violenceOIC calls upon India to stop oppression in the Valley and to work for a settlement in line with the wishes of Kashmiris.
www.dawn.com/world,World,Israel destroying twostate solution hopes Palestinian president to UN,1285420-israel destroying two state solution hopes palestinian president to un,"The settlements are illegal in every aspect, Abbas said.",Updated,"23 Sep, 2016","Israel destroying twostate solution hopes Palestinian president to UNThe settlements are illegal in every aspect, Abbas said."
www.dawn.com/world,World,Saudi air strikes kill  civilians in Yemen port,1285419-saudi air strikes kill 20 civilians in yemen port,Air strikes by the Saudiled coalition are suspected of causing around half of all civilian deaths in Yemen.,Published,"22 Sep, 2016",Saudi air strikes kill  civilians in Yemen portAir strikes by the Saudiled coalition are suspected of causing around half of all civilian deaths in Yemen.
www.dawn.com/world,World,Welfare cuts led to deaths of  children from malnutrition in Indias Maharashtra state,1285416-welfare cuts led to deaths of 600 children from malnutrition in indias maharashtra state,"We are not even 100 km from Mumbai, the big financial hub, yet we have children dying of hunger.",Published,"22 Sep, 2016","Welfare cuts led to deaths of  children from malnutrition in Indias Maharashtra stateWe are not even 100 km from Mumbai, the big financial hub, yet we have children dying of hunger."
www.dawn.com/world,World,Without land we have no power Indian Dalit land rights activist fights for dignity,1285415-without land we have no power indian dalit land rights activist fights for dignity,"We are asking for just five acres of land for each landless Dalit family, which is legally their due.",Published,"22 Sep, 2016","Without land we have no power Indian Dalit land rights activist fights for dignityWe are asking for just five acres of land for each landless Dalit family, which is legally their due."
www.dawn.com/world,World,Indian police rearrest Kashmirs rights activist under controversial security law,1285412-indian police rearrest kashmirs rights activist under controversial security law,"Khurram Parvez was prevented by India from travelling to Geneva, where he was to brief UN about the strifetorn region.",Published,"22 Sep, 2016","Indian police rearrest Kashmirs rights activist under controversial security lawKhurram Parvez was prevented by India from travelling to Geneva, where he was to brief UN about the strifetorn region."
www.dawn.com/world,World,Afghanistan inks peace deal with Gulbuddin Hekmatyar,1285401-afghanistan inks peace deal with gulbuddin hekmatyar,Deal with Hekmatyar's HezbiIslami militant group is Afghan govt's latest step in reviving 'peace talks' with Taliban.,Updated,"22 Sep, 2016",Afghanistan inks peace deal with Gulbuddin HekmatyarDeal with Hekmatyar's HezbiIslami militant group is Afghan govt's latest step in reviving 'peace talks' with Taliban.
www.dawn.com/world,World,India needs more than Rafale jets to match China experts,1285397-india needs more than rafale jets to match china experts,An agreement to buy 36 cutting edge Rafale jets is a part of the 100billion upgrade to face up to China.,Published,"22 Sep, 2016",India needs more than Rafale jets to match China expertsAn agreement to buy 36 cutting edge Rafale jets is a part of the 100billion upgrade to face up to China.
www.dawn.com/world,World,Angelina JolieBrad Pitt divorce could drag on for years,1176283-this just in angelina jolie brad pitt divorce could drag on for years,This could get messy,Published,"22 Sep, 2016",Angelina JolieBrad Pitt divorce could drag on for yearsThis could get messy
www.dawn.com/world,World,Zuckerberg Chan pledge bn to end disease,1285392-zuckerberg chan pledge 3bn to end disease,"The goal is to ""cure, prevent or manage all diseases"" in the next 80 or so years.",Published,"22 Sep, 2016","Zuckerberg Chan pledge bn to end diseaseThe goal is to ""cure, prevent or manage all diseases"" in the next 80 or so years."
